displacement,position
0.0,0.0
-2.29145e-13,0.010101010101010102
-9.13483e-13,0.020202020202020204
-2.04837e-12,0.030303030303030304
-3.62916e-12,0.04040404040404041
-5.65121e-12,0.05050505050505051
-8.10987e-12,0.06060606060606061
-1.10005e-11,0.07070707070707072
-1.43185e-11,0.08080808080808081
-1.80591e-11,0.09090909090909091
-2.22178e-11,0.10101010101010102
-2.67898e-11,0.11111111111111112
-3.17706e-11,0.12121212121212122
-3.71555e-11,0.13131313131313133
-4.29399e-11,0.14141414141414144
-4.91191e-11,0.15151515151515152
-5.56884e-11,0.16161616161616163
-6.26433e-11,0.17171717171717174
-6.9979e-11,0.18181818181818182
-7.7691e-11,0.19191919191919193
-8.57745e-11,0.20202020202020204
-9.4225e-11,0.21212121212121213
-1.03038e-10,0.22222222222222224
-1.12208e-10,0.23232323232323235
-1.21732e-10,0.24242424242424243
-1.31603e-10,0.25252525252525254
-1.41819e-10,0.26262626262626265
-1.52374e-10,0.27272727272727276
-1.63263e-10,0.2828282828282829
-1.74481e-10,0.29292929292929293
-1.86025e-10,0.30303030303030304
-1.9789e-10,0.31313131313131315
-2.1007e-10,0.32323232323232326
-2.22562e-10,0.33333333333333337
-2.3536e-10,0.3434343434343435
-2.4846e-10,0.3535353535353536
-2.61857e-10,0.36363636363636365
-2.75547e-10,0.37373737373737376
-2.89525e-10,0.38383838383838387
-3.03786e-10,0.393939393939394
-3.18326e-10,0.4040404040404041
-3.3314e-10,0.4141414141414142
-3.48223e-10,0.42424242424242425
-3.63571e-10,0.43434343434343436
-3.79179e-10,0.4444444444444445
-3.95043e-10,0.4545454545454546
-4.11157e-10,0.4646464646464647
-4.27518e-10,0.4747474747474748
-4.4412e-10,0.48484848484848486
-4.60959e-10,0.494949494949495
-4.7803e-10,0.5050505050505051
-4.95329e-10,0.5151515151515152
-5.12851e-10,0.5252525252525253
-5.30591e-10,0.5353535353535354
-5.48545e-10,0.5454545454545455
-5.66708e-10,0.5555555555555556
-5.85075e-10,0.5656565656565657
-6.03642e-10,0.5757575757575758
-6.22404e-10,0.5858585858585859
-6.41356e-10,0.595959595959596
-6.60495e-10,0.6060606060606061
-6.79814e-10,0.6161616161616162
-6.9931e-10,0.6262626262626263
-7.18978e-10,0.6363636363636365
-7.38813e-10,0.6464646464646465
-7.5881e-10,0.6565656565656566
-7.78966e-10,0.6666666666666667
-7.99274e-10,0.6767676767676768
-8.19732e-10,0.686868686868687
-8.40333e-10,0.696969696969697
-8.61074e-10,0.7070707070707072
-8.81949e-10,0.7171717171717172
-9.02955e-10,0.7272727272727273
-9.24086e-10,0.7373737373737375
-9.45337e-10,0.7474747474747475
-9.66705e-10,0.7575757575757577
-9.88184e-10,0.7676767676767677
-1.00977e-09,0.7777777777777778
-1.03146e-09,0.787878787878788
-1.05324e-09,0.797979797979798
-1.07512e-09,0.8080808080808082
-1.09709e-09,0.8181818181818182
-1.11914e-09,0.8282828282828284
-1.14127e-09,0.8383838383838385
-1.16347e-09,0.8484848484848485
-1.18575e-09,0.8585858585858587
-1.20809e-09,0.8686868686868687
-1.23048e-09,0.8787878787878789
-1.25294e-09,0.888888888888889
-1.27545e-09,0.8989898989898991
-1.298e-09,0.9090909090909092
-1.32059e-09,0.9191919191919192
-1.34322e-09,0.9292929292929294
-1.36589e-09,0.9393939393939394
-1.38858e-09,0.9494949494949496
-1.41129e-09,0.9595959595959597
-1.43403e-09,0.9696969696969697
-1.45677e-09,0.9797979797979799
-1.47953e-09,0.98989898989899
-1.50229e-09,1.0
